Name,Email,Phone,Gender,County,Household_Size,Residence_Category,Cylinder_Size,Delivery_Time,Other_Fuel_Usage,Average_Usage_Days,Usage_Segment
Michael Omondi,michael.omondi56@gmail.com,254752250423,Female,Migori,10,Bedsitter,13kg,Evening,Firewood,76,Regular Users
Ruth Achieng,ruth.achieng9@gmail.com,254754666381,Male,Migori,6,House,13kg,Evening,Firewood,122,At-Risk
Faith Achieng,faith.achieng90@gmail.com,254795717176,Female,Marsabit,1,Apartment,13kg,Afternoon,Electricity,104,Low Users
John Kuria,john.kuria93@gmail.com,254700982990,Female,Bungoma,8,Business,50kg,Morning,Electricity,80,Regular Users
Esther Kuria,esther.kuria77@gmail.com,254741937749,Male,Embu,5,Apartment,50kg,Afternoon,Electricity,22,Heavy Users
Michael Cheruiyot,michael.cheruiyot4@gmail.com,254775380526,Female,Baringo,4,Apartment,13kg,Afternoon,Electricity,147,At-Risk
Faith Kibet,faith.kibet61@gmail.com,254757134726,Female,Marsabit,1,Business,13kg,Morning,Electricity,105,Low Users
Mark Ngugi,mark.ngugi12@gmail.com,254718267188,Female,Nairobi,10,House,13kg,Morning,Firewood,66,Regular Users
Michael Kiptoo,michael.kiptoo95@gmail.com,254794858588,Female,Homa Bay,8,Business,13kg,Evening,Charcoal,95,Low Users
John Cheruiyot,john.cheruiyot34@gmail.com,254720078435,Male,Taita Taveta,3,Bedsitter,13kg,Afternoon,Charcoal,57,Regular Users
Joseph Mugo,joseph.mugo76@gmail.com,254734538537,Male,Makueni,10,House,13kg,Afternoon,Firewood,106,Low Users
Peter Kimani,peter.kimani69@gmail.com,254799883123,Male,Kiambu,6,Bedsitter,6kg,Morning,Firewood,77,Regular Users
Joseph Otieno,joseph.otieno50@gmail.com,254730256428,Male,Nairobi,6,Bedsitter,6kg,Morning,Electricity,69,Regular Users
Daniel Kiptoo,daniel.kiptoo94@gmail.com,254743207085,Male,Taita Taveta,3,Bedsitter,13kg,Morning,Charcoal,49,Regular Users
Grace Maina,grace.maina71@gmail.com,254784527097,Female,Baringo,5,House,13kg,Evening,Firewood,120,Low Users
Mary Kibet,mary.kibet64@gmail.com,254738996544,Female,Nyeri,5,House,13kg,Afternoon,Electricity,44,Heavy Users
Robert Maina,robert.maina39@gmail.com,254784147596,Female,Nakuru,6,Business,13kg,Morning,Electricity,131,At-Risk
Agnes Kuria,agnes.kuria10@gmail.com,254716577556,Male,Kirinyaga,8,Apartment,6kg,Evening,Firewood,145,At-Risk
Robert Otieno,robert.otieno84@gmail.com,254784787966,Female,Makueni,4,House,13kg,Morning,Firewood,142,At-Risk
Joseph Kiptoo,joseph.kiptoo8@gmail.com,254707459201,Female,Homa Bay,2,Bedsitter,13kg,Morning,Firewood,66,Regular Users
Daniel Njoroge,daniel.njoroge73@gmail.com,254757311197,Male,Busia,5,House,13kg,Evening,Charcoal,137,At-Risk
Jane Kiptoo,jane.kiptoo92@gmail.com,254707337041,Male,Makueni,5,Apartment,13kg,Morning,Charcoal,58,Regular Users
Ruth Karanja,ruth.karanja11@gmail.com,254761629608,Female,Meru,4,Bedsitter,13kg,Evening,Firewood,35,Heavy Users
Susan Mutua,susan.mutua47@gmail.com,254794366744,Male,Kiambu,9,Bedsitter,13kg,Afternoon,None,41,Heavy Users
Mark Mugo,mark.mugo9@gmail.com,254737683168,Female,Isiolo,5,Business,13kg,Evening,Charcoal,73,Regular Users
Daniel Kuria,daniel.kuria95gmail.com,254716441783,Male,Isiolo,3,Business,13kg,Morning,Electricity,35,Heavy Users
John Otieno,john.otieno66@gmail.com,254771760700,Female,Uasin Gishu,4,Apartment,13kg,Afternoon,Firewood,78,Regular Users
Paul Omondi,paul.omondi72@gmail.com,254709873769,Male,Homa Bay,10,House,13kg,Afternoon,None,50,Regular Users
Mercy Karanja,mercy.karanja52@gmail.com,254766893650,Female,Kakamega,10,Apartment,13kg,Afternoon,Electricity,51,Regular Users
Susan Karanja,susan.karanja51@gmail.com,254701032332,Female,Narok,6,Apartment,6kg,Evening,None,28,Heavy Users
Lilian Achieng,lilian.achieng28@gmail.com,254740754041,Male,Kitui,1,House,Other,Afternoon,None,29,Heavy Users
John Muriuki,john.muriuki5@gmail.com,254767363817,Female,Bomet,4,Bedsitter,6kg,Morning,Electricity,36,Heavy Users
Robert Kuria,robert.kuria42@gmail.com,254796119935,Male,Kisumu,3,Bedsitter,13kg,Morning,None,87,Regular Users
James Kuria,james.kuria21@gmail.com,254703242619,Female,Nakuru,7,Bedsitter,50kg,Evening,Charcoal,67,Regular Users
Daniel Maina,daniel.maina31@gmail.com,254731467698,Male,Kajiado,5,House,13kg,Afternoon,Electricity,130,At-Risk
Agnes Omondi,agnes.omondi17@gmail.com,254711276866,Male,Kericho,5,Apartment,13kg,Afternoon,Charcoal,142,At-Risk
Ruth Kamau,ruth.kamau95@gmail.com,254717505248,Male,Meru,3,Apartment,13kg,Morning,Charcoal,120,Low Users
Esther Njoroge,esther.njoroge96@gmail.com,254767016260,Female,Baringo,9,House,13kg,Morning,None,121,At-Risk
Mercy Kimani,mercy.kimani16@gmail.com,254767275801,Female,Nyeri,8,House,13kg,Afternoon,Charcoal,84,Regular Users
John Achieng,john.achieng75@gmail.com,254750991204,Male,Nairobi,5,Bedsitter,13kg,Afternoon,Electricity,70,Regular Users
Jane Kibet,jane.kibet77@@gmail.com,254772110696,Female,Kericho,6,Bedsitter,Other,Afternoon,Kerosene,55,Regular Users
Jane Kibet,jane.kibet88@gmail.com,254746283822,Male,Nyamira,1,Business,13kg,Afternoon,Kerosene,100,Low Users
David Mugo,david.mugo4@gmail.com,254785283213,Female,Marsabit,4,Apartment,13kg,Evening,Firewood,146,At-Risk
Mark Muriuki,mark.muriuki21@gmail.com,254704286002,Male,Tana River,8,Apartment,13kg,Afternoon,Charcoal,107,Low Users
Paul Kuria,paul.kuria66@gmail.com,254760286706,Female,Siaya,7,Apartment,13kg,Afternoon,Kerosene,123,At-Risk
Robert Karanja,robert.karanja3@gmial.com,254707121974,Male,Lamu,10,Apartment,13kg,Afternoon,Charcoal,34,Heavy Users
Esther Maina,esther.maina28@gmail.com,254749335309,Male,Machakos,8,House,50kg,Morning,None,115,Low Users
Lilian Achieng,lilian.achieng61@gmail.com,254722710647,Male,Uasin Gishu,2,Apartment,13kg,Afternoon,Charcoal,142,At-Risk
Susan Onyango,susan.onyango56@gmail.com,254701418877,Male,Wajir,9,Apartment,13kg,Evening,Charcoal,20,Heavy Users
Agnes Ngugi,agnes.ngugi25@gmail.com,254722776545,Male,Nakuru,9,Apartment,13kg,Evening,Electricity,141,At-Risk
Robert Onyango,robert.onyango80@gmail.com,254792458203,Male,Lamu,1,Business,13kg,Afternoon,Electricity,145,At-Risk
Mary Kamau,mary.kamau49@gmail.com,254739839588,Male,Vihiga,1,House,13kg,Evening,Firewood,76,Regular Users
Mark Kimani,mark.kimani34@gmail.com,254798172808,Female,Garissa,7,Bedsitter,13kg,Evening,Charcoal,100,Low Users
Daniel Kamau,daniel.kamau17@gmail.com,254713356974,Male,Kiambu,9,House,Other,Evening,None,92,Low Users
Agnes Ngugi,agnes.ngugi17@gmail.com,254781385698,Female,Isiolo,5,Business,13kg,Morning,Charcoal,89,Regular Users
Joseph Maina,joseph.maina82@gmail.com,254723033381,Male,Tana River,2,Bedsitter,13kg,Morning,Charcoal,25,Heavy Users
Robert Ngugi,robert.ngugi88@gmail.com,254719157971,Female,Kisii,2,Apartment,13kg,Afternoon,Firewood,103,Low Users
Peter Kamau,peter.kamau57@gmail.com,254703608984,Female,Kakamega,6,Bedsitter,13kg,Evening,Kerosene,71,Regular Users
Joseph Mugo,joseph.mugo8@gmail.com,254712621437,Male,Mandera,1,Business,50kg,Evening,Firewood,22,Heavy Users
Faith Mugo,faith.mugo80@gmail.com,254704954436,Male,Mombasa,7,Bedsitter,50kg,Morning,Firewood,100,Low Users
Lilian Achieng,lilian.achieng26@@gmail.com,254750001488,Female,Uasin Gishu,3,Apartment,13kg,Morning,Charcoal,82,Regular Users
Esther Karanja,esther.karanja15@gmail.com,254748673077,Female,Mandera,4,Bedsitter,13kg,Afternoon,Firewood,68,Regular Users
Michael Maina,michael.maina20@gmail.com,254707631502,Female,Nakuru,7,Business,13kg,Morning,Charcoal,95,Low Users
David Kuria,david.kuria14@gmail.com,254745553468,Female,Narok,9,Bedsitter,13kg,Afternoon,Electricity,131,At-Risk
Joseph Mutua,joseph.mutua18@gmail.com,254700210695,Male,Nyandarua,4,Bedsitter,13kg,Evening,Electricity,128,At-Risk
Faith Kibet,faith.kibet13@gmail.com,254752741371,Female,Taita Taveta,9,Bedsitter,6kg,Morning,Firewood,84,Regular Users
Esther Cheruiyot,esther.cheruiyot90@gmail.com,254723138803,Male,Lamu,3,Bedsitter,13kg,Evening,Firewood,100,Low Users
Daniel Kimani,daniel.kimani31@gmail.com,254763770697,Female,Mombasa,5,Bedsitter,13kg,Evening,Electricity,34,Heavy Users
Susan Muriuki,susan.muriuki19@gmail.com,254740364434,Female,Bomet,1,Business,13kg,Afternoon,Charcoal,119,Low Users
Lilian Achieng,lilian.achieng49@gmail.com,254719709611,Female,Turkana,6,Business,50kg,Evening,Kerosene,51,Regular Users
Daniel Cheruiyot,"daniel.cheruiyot84@gmail.com,",254795383090,Male,Elgeyo Marakwet,10,Business,13kg,Morning,Firewood,115,Low Users
John Kimani,john.kimani65@gmail.com,254702648125,Male,Kericho,10,Apartment,13kg,Morning,Charcoal,147,At-Risk
Mark Omondi,mark.omondi60@gmail.com,254745088842,Female,Embu,6,House,Other,Morning,Charcoal,132,At-Risk
Paul Kimani,paul.kimani30@gmail.com,254732968035,Female,Tana River,9,Bedsitter,13kg,Morning,Electricity,102,Low Users
Lilian Kibet,lilian.kibet7@gmail.com,254741962984,Male,Kitui,7,Bedsitter,13kg,Morning,Charcoal,62,Regular Users
Mary Kuria,mary.kuria24@gmail.com,254784585731,Male,Baringo,2,Business,13kg,Morning,Firewood,135,At-Risk
Mary Onyango,mary.onyango75@gmail.com,254759239070,Male,Nairobi,2,Bedsitter,13kg,Morning,Charcoal,97,Low Users
Michael Kimani,michael.kimani85@gmail.com,254770787887,Male,Laikipia,2,Apartment,50kg,Evening,Charcoal,77,Regular Users
Mary Mwangi,mary.mwangi32@gmail.com,254717749485,Male,Machakos,3,Apartment,6kg,Afternoon,Kerosene,52,Regular Users
Mark Karanja,mark.karanja61@gmail.com,254753537379,Female,Turkana,6,House,6kg,Evening,Firewood,33,Heavy Users
James Kamau,james.kamau69@gmail.com,254786666501,Female,Makueni,5,Apartment,13kg,Afternoon,Charcoal,78,Regular Users
Lilian Ngugi,lilian.ngugi69@gmail.com,254788632779,Female,Kiambu,9,House,13kg,Morning,None,102,Low Users
Jane Muriuki,jane.muriuki80@@gmail.com,254717164644,Male,Vihiga,7,Business,13kg,Afternoon,Firewood,140,At-Risk
Grace Omondi,grace.omondi58@gmail.com,254770457257,Female,Marsabit,2,Apartment,13kg,Evening,Firewood,102,Low Users
David Kuria,david.kuria75@gmail.com,254746361505,Male,Kirinyaga,4,Bedsitter,6kg,Evening,Electricity,46,Regular Users
James Kuria,"james.kuria33@gmail.com,",254790915024,Male,Laikipia,9,Bedsitter,13kg,Evening,Charcoal,99,Low Users
Paul Njoroge,paul.njoroge33@gmail.com,254702863461,Female,Marsabit,7,Apartment,50kg,Evening,None,32,Heavy Users
Mark Njoroge,mark.njoroge78@gmail.com,254769842809,Female,Kilifi,2,Bedsitter,13kg,Morning,Charcoal,83,Regular Users
James Mugo,james.mugo47@gmail.com,254715336333,Male,West Pokot,1,Apartment,13kg,Evening,Electricity,99,Low Users
Robert Cheruiyot,robert.cheruiyot92@gmail.com,254724821254,Male,Wajir,8,Business,13kg,Morning,Firewood,142,At-Risk
Faith Maina,faith.maina28@gmail.com,254755879701,Male,Meru,6,Business,13kg,Afternoon,Electricity,62,Regular Users
Mary Mwangi,mary.mwangi57@gmail.com,254777097373,Male,Wajir,10,House,13kg,Morning,Firewood,108,Low Users
Mary Ngugi,mary.ngugi63@gmail.com,254733975511,Female,Turkana,1,Apartment,13kg,Afternoon,None,114,Low Users
Grace Kuria,grace.kuria94@gmail.com,254762173869,Male,Isiolo,10,House,13kg,Morning,Charcoal,21,Heavy Users
James Kiptoo,james.kiptoo19@gmail.com,254774834836,Male,Nairobi,5,Business,6kg,Morning,None,139,At-Risk
John Karanja,john.karanja51@gmail.com,254743400868,Female,Wajir,3,Business,13kg,Afternoon,None,41,Heavy Users
Grace Karanja,grace.karanja60gmail.com,254793384201,Male,Siaya,2,Bedsitter,6kg,Afternoon,Charcoal,134,At-Risk
Lilian Mutua,lilian.mutua25@gmail.com,254718080685,Male,Nyamira,10,Bedsitter,13kg,Evening,Charcoal,76,Regular Users
Peter Kiptoo,peter.kiptoo67@gmail.com,254754459059,Female,Kiambu,1,Business,50kg,Afternoon,Charcoal,91,Low Users
Agnes Mutua,agnes.mutua87@gmail.com,254706048002,Male,Trans Nzoia,2,Business,13kg,Afternoon,Kerosene,26,Heavy Users
Agnes Mugo,agnes.mugo60@gmail.com,254772982928,Male,Nairobi,8,House,13kg,Afternoon,Firewood,138,At-Risk
James Maina,james.maina29@gmail.com,254794556732,Male,Nyamira,6,Bedsitter,13kg,Afternoon,Firewood,133,At-Risk
Lilian Ngugi,lilian.ngugi2@gmail,254719345193,Male,Samburu,3,Apartment,Other,Evening,Charcoal,35,Heavy Users
David Muriuki,david.muriuki80@gmail.com,254749192469,Female,Kisii,6,Business,6kg,Morning,None,102,Low Users
Faith Achieng,faith.achieng3@gmail.com,254738311210,Male,Migori,3,Bedsitter,13kg,Evening,Charcoal,91,Low Users
Michael Mugo,michael.mugo76@gmail.com,254764154031,Female,Vihiga,7,Business,13kg,Morning,Charcoal,143,At-Risk
John Onyango,john.onyango62@gmail.com,254790612231,Female,Homa Bay,2,House,13kg,Evening,Electricity,132,At-Risk
Mercy Cheruiyot,mercy.cheruiyot42@gmail.com,254797053230,Male,Meru,10,Apartment,13kg,Morning,None,31,Heavy Users
Susan Maina,susan.maina24@gmail.com,254731760381,Female,Uasin Gishu,3,Apartment,6kg,Evening,None,145,At-Risk
Ruth Kibet,ruth.kibet59@gmail.com,254738851143,Female,Taita Taveta,8,Apartment,50kg,Morning,Kerosene,72,Regular Users
Susan Kiptoo,susan.kiptoo64@gmail.com,254704793419,Female,Meru,7,Business,13kg,Evening,None,94,Low Users
Susan Kuria,susan.kuria55@gmail.com,254776127811,Male,Mandera,8,Business,Other,Afternoon,None,46,Regular Users
Daniel Mugo,daniel.mugo41@gmail.com,254709847485,Male,Nakuru,9,Business,6kg,Evening,Electricity,116,Low Users
Esther Otieno,esther.otieno59@gmail.com,254711736072,Male,Nyeri,4,Business,13kg,Morning,Charcoal,24,Heavy Users
Daniel Mwangi,daniel.mwangi49@gmail.com,254733639931,Male,Nairobi,5,Apartment,50kg,Afternoon,Charcoal,76,Regular Users
Agnes Ngugi,agnes.ngugi83@gmail.com,254795053753,Male,Nandi,1,Business,13kg,Evening,Charcoal,97,Low Users
Jane Kimani,jane.kimani19@gmail.com,254715367376,Male,Wajir,8,Bedsitter,13kg,Evening,Firewood,88,Regular Users
Grace Onyango,grace.onyango55@gmail.com,254738619948,Female,Vihiga,4,Business,50kg,Afternoon,Firewood,137,At-Risk
Grace Mwangi,grace.mwangi54@gmail.com,254729567983,Male,Kilifi,4,Bedsitter,13kg,Evening,Firewood,139,At-Risk
Faith Kamau,faith.kamau76@gmail.com,254728755636,Male,West Pokot,3,Bedsitter,13kg,Morning,Firewood,78,Regular Users
Agnes Kuria,agnes.kuria27@gmail.com,254707563231,Female,Mandera,9,House,13kg,Evening,Charcoal,52,Regular Users
Robert Omondi,robert.omondi82@gmail.com,254712732141,Male,Machakos,7,Apartment,Other,Evening,Firewood,81,Regular Users
Michael Kimani,michael.kimani50@gmail.com,254775942425,Female,Uasin Gishu,4,Bedsitter,Other,Evening,None,69,Regular Users
Mercy Cheruiyot,mercy.cheruiyot39@gmail.com,254740988165,Female,Makueni,9,Apartment,13kg,Morning,Charcoal,131,At-Risk
Susan Ngugi,susan.ngugi87@gmail.com,254744688927,Male,Nairobi,6,House,13kg,Morning,Charcoal,38,Heavy Users
Joseph Mwangi,joseph.mwangi75@gmail.com,254754206013,Female,Kisumu,2,Business,Other,Evening,Charcoal,142,At-Risk
David Onyango,david.onyango85@gmail,254739307886,Female,Narok,10,House,13kg,Afternoon,Firewood,66,Regular Users
Lilian Mutua,lilian.mutua66@gmail.com,254792669436,Female,Kwale,8,Apartment,13kg,Evening,Charcoal,52,Regular Users
Peter Karanja,peter.karanja31@gmail.com,254746306029,Female,Uasin Gishu,4,Business,13kg,Evening,Firewood,103,Low Users
Joseph Kibet,joseph.kibet84@gmail.com,254786687366,Male,Mandera,2,House,50kg,Afternoon,Charcoal,98,Low Users
Daniel Karanja,daniel.karanja32@gmail.com,254768205435,Male,Meru,4,Business,13kg,Morning,Electricity,33,Heavy Users
Jane Karanja,jane.karanja20@gmail,254757753391,Male,Nyandarua,3,House,13kg,Evening,Electricity,147,At-Risk
Mercy Kuria,mercy.kuria22@gmail.com,254741677242,Female,Kakamega,10,Apartment,13kg,Morning,None,73,Regular Users
Mercy Njoroge,mercy.njoroge78@gmail.com,254797492313,Male,Nyandarua,5,Apartment,13kg,Afternoon,Charcoal,48,Regular Users
James Omondi,james.omondi34@gmail.com,254758507508,Male,Makueni,6,Business,13kg,Morning,Charcoal,43,Heavy Users
Agnes Kamau,agnes.kamau4@gmail.com,254795743741,Female,Kajiado,7,Bedsitter,50kg,Afternoon,None,101,Low Users
Peter Muriuki,peter.muriuki91@gmail.com,254784790682,Male,Nairobi,9,Bedsitter,13kg,Evening,Kerosene,82,Regular Users
Robert Kiptoo,robert.kiptoo28@gmail.com,254727380846,Male,Embu,3,Business,6kg,Evening,Electricity,124,At-Risk
Michael Maina,michael.maina93@gmail.com,254790177191,Female,Tana River,4,Bedsitter,Other,Afternoon,Charcoal,76,Regular Users
Joseph Ngugi,joseph.ngugi92@gmail.com,254707849973,Female,Bomet,8,Bedsitter,13kg,Evening,None,81,Regular Users
James Achieng,james.achieng12@gmail.com,254776477391,Male,Mandera,3,Bedsitter,6kg,Afternoon,Charcoal,36,Heavy Users
Esther Onyango,esther.onyango27@gmail.com,254748656308,Female,Kwale,6,Apartment,Other,Evening,Firewood,85,Regular Users
Joseph Njoroge,joseph.njoroge7@gmail.com,254751205172,Female,Mandera,6,House,13kg,Morning,None,25,Heavy Users
Mary Mwangi,mary.mwangi3@gmail.com,254770024235,Male,Kericho,2,Business,13kg,Evening,Charcoal,77,Regular Users
Grace Kimani,grace.kimani69@gmail.com,254730358483,Female,Kisumu,8,Business,13kg,Evening,Charcoal,88,Regular Users
Susan Maina,susan.maina8@gmail.com,254765220951,Female,Mombasa,8,House,13kg,Afternoon,Charcoal,81,Regular Users
Mary Mutua,mary.mutua24@gmail.com,254776866477,Male,Mombasa,10,Apartment,13kg,Morning,None,101,Low Users
Peter Maina,peter.maina68@gmail.com,254758517616,Female,Samburu,4,Apartment,13kg,Evening,Charcoal,90,Regular Users
James Maina,james.maina74@gmail.com,254791507894,Female,Kirinyaga,10,Business,50kg,Afternoon,Firewood,29,Heavy Users
James Kiptoo,james.kiptoo30@gmail.com,254759587357,Male,Taita Taveta,10,Business,6kg,Evening,Electricity,117,Low Users
Agnes Muriuki,agnes.muriuki41@gmail.com,254782654693,Male,Kwale,6,Bedsitter,6kg,Evening,Charcoal,108,Low Users
Jane Njoroge,"jane.njoroge47@gmail.com,",254741922230,Female,Nairobi,2,Bedsitter,13kg,Morning,Charcoal,54,Regular Users
Esther Kamau,esther.kamau84@gmail.com,254741783249,Male,Meru,7,House,6kg,Evening,Firewood,21,Heavy Users
David Cheruiyot,david.cheruiyot97@gmail.com,254705130728,Male,Siaya,2,Apartment,13kg,Afternoon,Firewood,143,At-Risk
Daniel Muriuki,daniel.muriuki78@gmail.com,254700236215,Male,Nakuru,7,Business,13kg,Afternoon,Charcoal,43,Heavy Users
Faith Cheruiyot,faith.cheruiyot57@gmail.com,254771220277,Female,Embu,9,Apartment,Other,Morning,Firewood,93,Low Users
Lilian Muriuki,lilian.muriuki82@gmail.com,254713396229,Male,Kajiado,2,House,13kg,Afternoon,None,41,Heavy Users
Esther Maina,esther.maina98@gmail.com,254700934058,Male,Isiolo,1,Business,13kg,Evening,Electricity,58,Regular Users
Mercy Onyango,mercy.onyango9@gmail.com,254701793249,Female,Meru,6,Business,13kg,Morning,Firewood,39,Heavy Users
Daniel Muriuki,daniel.muriuki29@gmail.com,254786129169,Male,Kisumu,7,Apartment,Other,Morning,Electricity,60,Regular Users
Joseph Omondi,joseph.omondi27@gmail.com,254737099194,Male,Muranga,7,Bedsitter,50kg,Evening,None,127,At-Risk
Mary Kiptoo,mary.kiptoo32@gmail.com,254706034759,Male,Tharaka Nithi,9,Apartment,6kg,Afternoon,Charcoal,103,Low Users
Daniel Muriuki,daniel.muriuki84@gmail.com,254741904467,Male,Tana River,10,Apartment,6kg,Evening,Charcoal,130,At-Risk
Robert Mutua,robert.mutua74@gmail.com,254793168117,Male,Turkana,9,House,13kg,Afternoon,None,85,Regular Users
Peter Omondi,peter.omondi58@gmail.com,254723850098,Female,Kiambu,4,House,6kg,Evening,None,72,Regular Users
John Karanja,john.karanja31@gmail.com,254746968010,Male,Narok,3,Bedsitter,13kg,Afternoon,Electricity,53,Regular Users
Agnes Mugo,agnes.mugo11@gmail.com,254761214809,Male,Mandera,7,Apartment,13kg,Morning,Charcoal,86,Regular Users
Mercy Mutua,mercy.mutua42@gmail.com,254758169341,Female,Nairobi,8,Apartment,6kg,Morning,Charcoal,46,Regular Users
Joseph Karanja,joseph.karanja17@gmail.com,254749043416,Female,Mombasa,1,Apartment,13kg,Afternoon,Charcoal,29,Heavy Users
Susan Cheruiyot,susan.cheruiyot76@gmail.com,254793135509,Male,Embu,8,Business,13kg,Evening,None,92,Low Users
John Kuria,john.kuria98@gmail.com,254740684101,Female,Tana River,1,Bedsitter,13kg,Afternoon,Electricity,115,Low Users
Michael Kuria,michael.kuria53@gmail.com,254734125087,Male,Bungoma,7,House,Other,Afternoon,Charcoal,67,Regular Users
Mercy Kibet,mercy.kibet7@gmail.com,254787609044,Male,Kisii,6,Business,13kg,Evening,None,89,Regular Users
Esther Njoroge,esther.njoroge14@gmail.com,254751469857,Male,Trans Nzoia,3,Business,13kg,Evening,Charcoal,119,Low Users
James Otieno,james.otieno17@gmail.com,254749647744,Female,Mandera,10,Bedsitter,13kg,Evening,Charcoal,78,Regular Users
Lilian Mugo,lilian.mugo95@gmail.com,254774819390,Male,Migori,8,House,13kg,Evening,Charcoal,21,Heavy Users
Esther Njoroge,esther.njoroge93@gmail.com,254702487752,Male,Makueni,10,Business,13kg,Morning,Firewood,84,Regular Users
Susan Onyango,susan.onyango7@gmail.com,254753876922,Male,Nyeri,7,Bedsitter,Other,Afternoon,Charcoal,102,Low Users
John Otieno,john.otieno68@gmail.com,254775248864,Female,Kiambu,10,Apartment,13kg,Afternoon,None,29,Heavy Users
David Cheruiyot,david.cheruiyot37@gmail.com,254758270526,Male,Mandera,5,House,6kg,Afternoon,None,72,Regular Users
Lilian Onyango,lilian.onyango97@gmail.com,254746018911,Female,Garissa,10,House,6kg,Evening,Kerosene,98,Low Users
Mercy Achieng,mercy.achieng78@gmail.com,254766848839,Female,Kajiado,4,Apartment,6kg,Afternoon,Charcoal,78,Regular Users
Peter Kibet,peter.kibet86@gmail.com,254771977147,Male,Busia,1,House,13kg,Morning,Charcoal,67,Regular Users
Mark Achieng,mark.achieng36@gmail.com,254745372325,Male,Kirinyaga,2,Business,50kg,Evening,Charcoal,142,At-Risk
